-0.003,-0.054,0.982
-0.003,-0.061,0.977
-0.008,-0.054,0.979
-0.006,-0.056,0.981
-0.007,-0.047,0.980
0.006,-0.032,0.977
0.022,-0.031,0.994
0.029,-0.054,1.006
0.032,-0.026,1.006
0.032,-0.029,1.018
0.029,-0.050,1.009
-0.007,-0.089,1.016
-0.021,-0.078,0.997
-0.018,-0.114,0.953
-0.018,-0.114,0.936
-0.003,-0.092,0.935
0.006,-0.086,0.940
0.005,-0.071,0.951
-0.005,-0.056,0.958
-0.009,-0.043,0.969
-0.002,-0.047,0.961
-0.001,-0.050,0.956
0.003,-0.052,0.959
-0.001,-0.057,0.990
0.007,-0.055,0.993
0.016,-0.066,0.977
0.013,-0.068,0.980
0.010,-0.061,0.996
0.012,-0.059,0.997
0.013,-0.051,0.993
0.009,-0.057,0.978
0.010,-0.056,0.959
0.016,-0.060,0.971
0.014,-0.050,0.999
0.008,-0.044,0.988
0.004,-0.042,0.984
0.006,-0.041,0.964
-0.002,-0.043,0.961
0.001,-0.041,0.977
-0.003,-0.034,1.006
0.002,-0.035,0.992
0.013,-0.039,0.970
0.011,-0.033,0.985
0.010,-0.037,0.981
0.012,-0.036,0.971
0.013,-0.034,0.979
0.013,-0.031,0.991
0.007,-0.034,0.974
0.010,-0.036,0.969
0.020,-0.029,0.960
0.027,-0.030,0.965
0.033,-0.025,0.977
0.034,-0.027,0.957
0.039,-0.026,0.957
0.032,-0.018,0.970
0.036,-0.020,0.993
0.037,-0.019,0.988
0.029,-0.027,0.977
0.027,-0.024,0.988
0.031,-0.017,0.996
0.030,-0.016,0.988
0.032,-0.016,0.991
0.042,-0.020,0.959
0.040,-0.028,0.964
0.039,-0.020,0.969
0.036,-0.016,0.980
0.039,-0.015,0.988
0.032,-0.051,0.896
0.045,0.016,0.876
-0.005,0.072,1.207
0.080,0.003,0.979
0.007,-0.045,0.947
0.063,-0.032,0.933
0.054,-0.053,0.935
0.017,-0.042,0.990
-0.011,-0.050,1.009
-0.064,-0.062,1.151
0.005,-0.063,1.059
0.033,-0.060,1.083
0.007,-0.179,0.869
-0.042,-0.271,0.987
-0.006,-0.211,0.959
0.012,-0.163,0.942
0.015,-0.240,0.888
0.029,-0.251,0.854
-0.014,-0.315,0.899
-0.027,-0.326,0.865
0.003,-0.366,0.830
-0.037,-0.411,0.824
0.021,-0.388,0.886
0.009,-0.410,0.877
-0.006,-0.440,0.786
-0.008,-0.493,0.807
0.044,-0.483,0.802
0.030,-0.485,0.845
-0.023,-0.510,0.821
0.036,-0.531,0.749
-0.040,-0.538,0.852
-0.037,-0.533,0.838
-0.027,-0.557,0.761
-0.035,-0.571,0.737
-0.034,-0.573,0.754
-0.064,-0.561,0.813
-0.020,-0.544,0.746
0.040,-0.489,0.808
0.050,-0.464,0.758
0.014,-0.456,0.745
0.022,-0.384,0.799
0.022,-0.344,0.837
-0.001,-0.335,0.822
-0.002,-0.269,0.902
0.011,-0.192,0.972
0.016,-0.144,0.971
-0.024,-0.090,0.990
0.004,-0.060,1.040
-0.015,-0.036,1.024
0.014,0.067,1.024
0.026,0.110,1.032
0.054,0.159,1.012
0.048,0.206,0.981
0.038,0.274,1.003
0.027,0.252,0.957
0.064,0.257,0.888
0.084,0.309,0.882
0.095,0.354,0.925
0.123,0.408,0.875
0.111,0.460,0.867
0.089,0.496,0.936
0.080,0.520,0.911
0.076,0.538,0.890
0.063,0.560,0.871
0.078,0.555,0.879
0.065,0.576,0.900
0.048,0.571,0.868
0.062,0.576,0.866
0.046,0.573,0.847
0.042,0.564,0.854
0.043,0.563,0.846
0.056,0.567,0.826
0.042,0.565,0.859
0.051,0.555,0.842
0.057,0.545,0.843
0.057,0.533,0.891
0.063,0.539,0.892
0.065,0.529,0.889
0.065,0.509,0.913
0.054,0.468,0.929
0.049,0.447,0.933
0.039,0.424,0.962
0.044,0.386,0.965
0.026,0.354,0.954
0.042,0.321,0.948
0.037,0.266,0.941
0.025,0.217,0.978
0.028,0.197,0.984
0.053,0.138,0.967
0.032,0.083,1.009
0.026,-0.015,0.907
0.012,-0.083,0.916
0.010,-0.147,0.886
-0.007,-0.200,0.930
-0.001,-0.238,0.952
0.007,-0.301,0.855
-0.049,-0.379,0.822
-0.044,-0.420,0.851
-0.047,-0.441,0.905
-0.051,-0.461,0.901
-0.035,-0.478,0.838
-0.025,-0.534,0.759
-0.021,-0.541,0.775
-0.011,-0.535,0.798
-0.028,-0.570,0.750
-0.036,-0.592,0.771
-0.040,-0.597,0.758
-0.032,-0.575,0.751
-0.036,-0.583,0.733
-0.045,-0.594,0.716
-0.038,-0.607,0.725
-0.015,-0.571,0.687
-0.025,-0.608,0.697
0.018,-0.536,0.742
0.025,-0.530,0.756
0.032,-0.523,0.737
-0.022,-0.530,0.783
-0.004,-0.426,0.945
0.059,-0.356,0.936
0.072,-0.333,0.890
0.036,-0.334,0.863
0.013,-0.321,0.960
0.019,-0.233,1.032
0.034,-0.161,1.041
0.045,-0.133,1.009
0.064,-0.083,0.991
0.081,-0.031,0.971
0.115,0.020,0.917
0.133,0.072,0.904
0.140,0.115,0.898
0.131,0.171,0.971
0.133,0.209,0.996
0.193,0.282,0.965
0.179,0.259,0.862
0.156,0.312,0.851
0.149,0.335,0.866
0.104,0.389,0.876
0.127,0.431,0.922
0.146,0.433,0.888
0.113,0.421,0.856
0.125,0.489,0.895
0.139,0.530,0.904
0.124,0.541,0.944
0.101,0.554,0.920
0.128,0.535,0.877
0.144,0.521,0.816
